lam,e0_true = 0.01,e0_true = 0.11,e0_true = -0.09,not renorm
9.4,0.011418866333708038,0.005651091819312953,0.017186640848103125,0
9.5,0.011552886974725804,0.005897483438178595,0.017208290511273015,0
9.6,0.011674193994211879,0.006124725949622099,0.017223662038801657,0
9.7,0.01178395734026653,0.006334325288896583,0.017233589391636477,0
9.8,0.011883252902852293,0.006527665819471553,0.01723883998623304,0
9.9,0.011973071694489633,0.006706021720922504,0.017240121668056763,0
10.0,0.012054328100130518,0.006870567209909419,0.01723808899035162,0
10.1,0.012127867331779731,0.007022385755206504,0.01723334890835296,0
10.2,0.012194472762242704,0.0071624790124649625,0.017226466512020446,0
10.3,0.01225486819566905,0.0072917702935626875,0.017217966097775414,0
10.4,0.012309732808126453,0.007411121243122412,0.017208344373130496,0
10.5,0.012359694350563515,0.007521325526627935,0.017198063174499095,0
10.6,0.012405341465552359,0.00762312252685149,0.017187560404253233,0
10.7,0.012447225705935245,0.007717200101397072,0.01717725131047342,0
10.8,0.012485865479961018,0.007804199281071754,0.01716753167885028,0
10.9,0.012521749653418658,0.007884718518015884,0.017158780788821434,0
11.0,0.01255534163124463,0.007959318342875228,0.017151364919614033,0
11.1,0.012587078870945465,0.008028521213302177,0.017145636528588755,0
11.2,0.012617382475275387,0.008092821710811523,0.01714194323973925,0
11.3,0.012646654115326996,0.008152683544293778,0.01714062468636022,0
11.4,0.012675280878329429,0.00820854468148445,0.017142017075174407,0
11.5,0.012703637660372472,0.008260819854778776,0.01714645546596617,0
11.6,0.01273208981960913,0.008309903254972913,0.017154276384245354,0
11.7,0.012760994407526986,0.008356169687746546,0.017165819127307424,0
11.8,0.012790704787710978,0.008399979096350485,0.01718143047907147,0
11.9,0.012821570861298464,0.008441676510054725,0.017201465212542205,0
12.0,0.01285394249769307,0.00848159515977157,0.01722628983561457,0
12.1,0.01288817184025398,0.008520058334465197,0.01725628534604276,0
12.2,0.012924615876589078,0.008557381387948395,0.01729185036522976,0
12.3,0.012963639147234135,0.00859387375063051,0.017333404543837763,0
12.4,0.013005616610920864,0.008629840949064781,0.017381392272776946,0
12.5,0.013050936696886931,0.008665586649251949,0.017436286744521915,0
12.6,0.01310000478870376,0.008701414937305314,0.017498594640102207,0
12.7,0.013153246173790604,0.008737631861399718,0.01756886048618149,0
12.8,0.013211113124553281,0.008774550800098342,0.01764767544900822,0
12.9,0.013274084093109843,0.008812489770531994,0.01773567841568769,0
13.0,0.013342672494282464,0.008851777872326319,0.01783356711623861,0
13.1,0.013417433943714367,0.008892759773766816,0.017942108113661915,0
13.2,0.013498969095747852,0.008935795459267957,0.01806214273222775,0
13.3,0.013587934320871119,0.008981267091837114,0.018194601549905126,0
13.4,0.013685048576827917,0.009029581529062603,0.01834051562459323,0
13.5,0.01379110555268927,0.009081177176772506,0.01850103392860604,0
13.6,0.013906985100144698,0.009136529231508836,0.018677440968780563,0
13.7,0.014033668337303918,0.009196157331513724,0.01887117934309411,0
13.8,0.014172252738541795,0.009260631876735148,0.019083873600348446,0
13.9,0.014323977237000133,0.009330588176806381,0.019317366297193887,0
14.0,0.014490242788756338,0.00940673428533168,0.019573751292180995,0
14.1,0.014672645228880642,0.009489867907993119,0.01985542254976817,0
14.2,0.014873010739416425,0.009580892610845226,0.020165128867987624,0
14.3,0.015093442649194154,0.009680840638785493,0.020506044659602818,0
14.4,0.015336377279539907,0.009790899097406321,0.020881855461673496,0
14.5,0.015604655965146624,0.009912444624824181,0.02129686730546907,0
14.6,0.01590161096901155,0.010047082562618347,0.021756139375404753,0
14.7,0.016231185288603355,0.010196706102665466,0.022265664474541248,0
14.8,0.016598074734933074,0.010363561357230352,0.022832588112635797,0
14.9,0.01700792187578492,0.010550339994396082,0.02346550375717376,0
15.0,0.017467568663039935,0.010760298453923742,0.02417483887215613,0
15.1,0.017985395018286367,0.010997417912021067,0.024973372124551665,0
15.2,0.01857177873322958,0.011266621531183917,0.025876935935275243,0
15.3,0.019239730621327628,0.011574074437194515,0.026905386805460747,0
15.4,0.020005788685021154,0.01192760617771126,0.02808397119233105,0
15.5,0.020891299725579366,0.012337315128658835,0.0294452843224999,0
15.6,0.02192431252610825,0.012816464100679163,0.031032160951537335,0
15.7,0.023142427389296824,0.013382824391288494,0.03290203038730515,0
15.8,0.02459724541993979,0.014060777139127286,0.0351337137007523,0
15.9,0.026361558797061965,0.0148847090210359,0.03783840857308803,0
16.0,0.028541472709145175,0.015904735483512185,0.04117820993477817,0
16.1,0.03129792820623082,0.017196863512819748,0.045398992899641895,0
16.2,0.0348873891986945,0.018882203934596307,0.050892574462792696,0
16.3,0.03974505750952378,0.021166263405167453,0.0583238516138801,0
16.4,0.046673448694212985,0.024427987338560376,0.06891891004986561,0
16.5,0.05733354309308007,0.029451672065644485,0.08521541412051564,0
16.6,0.0758117480132794,0.03816685755117006,0.11345663847538875,0
16.7,0.11559240279020243,0.05694062125990881,0.17424418432049604,0
16.8,0.263119311790515,0.12659021604776158,0.3996484075332685,0
16.9,-0.7213873252378332,-0.33828656124439843,-1.104488089231268,0
17.0,-0.14415133432202482,-0.06573598137824943,-0.22256668726580017,0
17.1,-0.0776200467739122,-0.034331208570438386,-0.12090888497738603,0
17.2,-0.051923418456113174,-0.022207866517132684,-0.08163897039509367,0
17.3,-0.03830920885968957,-0.015789646282192652,-0.06082877143718649,0
17.4,-0.029887000949001152,-0.011823007651723533,-0.04795099424627877,0
17.5,-0.02416869341797831,-0.009133106856056256,-0.03920427997990036,0
17.6,-0.020036904292257875,-0.007192330065568156,-0.0328814785189476,0
17.7,-0.016915310412092887,-0.005728542185417724,-0.02810207863876805,0
17.8,-0.014476521817184338,-0.0045871503244403556,-0.024365893309928322,0
17.9,-0.012520777927623147,-0.003673826129700541,-0.021367729725545754,0
18.0,-0.010919277297129548,-0.0029277475611780464,-0.01891080703308105,0
18.1,-0.009585240346054468,-0.0023079341862153368,-0.016862546505893604,0
18.2,-0.008458064656856354,-0.0017857668589937382,-0.015130362454718969,0
18.3,-0.007494147090185312,-0.0013406529627084138,-0.01364764121766221,0
18.4,-0.006661314136292894,-0.0009573971954269833,-0.012365231077158804,0
18.5,-0.005935307459740846,-0.0006245418026919248,-0.011246073116789768,0
18.6,-0.005297491097989748,-0.00033328404372272183,-0.010261698152256775,0
18.7,-0.0047333119859631,-7.674921057317292e-05,-0.009389874761353025,0
18.8,-0.004231240101659276,0.00015050975628046626,-0.008612989959599016,0
18.9,-0.003782022378582331,0.00035286467307251237,-0.007916909430237174,0
19.0,-0.0033781472882051127,0.0005338648380058704,-0.007290159414416095,0
19.1,-0.0030134536560447725,0.0006964217687104825,-0.0067233290808000265,0
19.2,-0.0026828403943259817,0.000842946311807727,-0.00620862710045969,0
19.3,-0.002382047978957089,0.0009754518665857253,-0.005739547824499903,0
19.4,-0.002107492009188083,0.001095632804680803,-0.005310616823056969,0
19.5,-0.0018561345257568397,0.0012049254392967515,-0.00491719449081043,0
19.6,-0.0016253836936270466,0.0013045554871331782,-0.0045553228743872715,0
19.7,-0.0014130157402731716,0.0013955738917481048,-0.004221605372294448,0
19.8,-0.0012171102186833318,0.00147888969201898,-0.003913110129385644,0
19.9,-0.0010360017557888607,0.0015552903952492424,-0.003627293906826964,0
20.0,-0.0008682383209691664,0.0016254629346391849,-0.003361939576577518,0
20.1,-0.0007125480799430668,0.0016900093390986501,-0.003115105498984784,0
20.2,-0.0005678134712191267,0.0017494577410492223,-0.0028850846834874754,0
20.3,-0.00043304662146426116,0.001804276253327694,-0.0026703694962562164,0
20.4,-0.00030737267943302567,0.0018548788807876944,-0.0024696242396537458,0
20.5,-0.00019001357441159357,0.001901633957223508,-0.0022816611060466952,0
20.6,-8.02751009768317e-05,0.001944870159098363,-0.002105420361052026,0
20.7,2.2463620106511565e-05,0.0019848810917771076,-0.0019399538515640848,0
20.8,0.00011876092278810492,0.002021931769345937,-0.0017844099237697268,0
20.9,0.0002091177217414103,0.0020562584716393713,-0.0016380230281565504,0
21.0,0.0002939886501894537,0.0020880780020187395,-0.001500100701639832,0
21.1,0.00037378221150503795,0.0021175826547556228,-0.0013700182317455466,0
21.2,0.00044887046180688524,0.002144949021828839,-0.0012472080982150683,0
21.3,0.0005195912362241648,0.00217033716309027,-0.0011311546906419404,0
21.4,0.000586252488124086,0.0021938931819752874,-0.0010213882057271155,0
21.5,0.0006491343219020969,0.002215749145217535,-0.0009174805014133412,0
21.6,0.000708494847458724,0.0022360284062946743,-0.0008190387113772261,0
21.7,0.0007645676883657479,0.0022548402223987124,-0.0007257048456672167,0
21.8,0.0008175700836285057,0.0022722885539134038,-0.0006371483866563922,0
21.9,0.0008677009404037151,0.002288467883527825,-0.0005530660027203947,0
22.0,0.0009151422161188172,0.0023034636452712153,-0.00047317921303358107,0
22.1,0.0009600631698189814,0.0023173564795620142,-0.00039723013992405166,0
22.2,0.001002620047855629,0.002330220723361301,-0.00032498062765004267,0
22.3,0.0010429563390592959,0.002342123798527974,-0.00025621112040938207,0
22.4,0.0010812062762286135,0.002353129819292153,-0.00019071726683492628,0
22.5,0.0011174928175843937,0.0023632962849710866,-0.00012831064980229907,0
22.6,0.0011519321115264958,0.002372679043311002,-6.881482025801008e-05,0
22.7,0.0011846309080854505,0.002381328432561679,-1.2066616390778008e-05,0
22.8,0.0012156889275076162,0.0023892917286904396,4.2086126324792996e-05,0
22.9,0.001245199132686113,0.0023966130056240127,9.378525974821326e-05,0
23.0,0.001273248289785962,0.0024033334057095906,0.00014316317386233398,0
23.1,0.0012999174632209842,0.002409491369819342,0.00019034355662262626,0
23.2,0.0013252824787855695,0.0024151228644196123,0.00023544209315152663,0
23.3,0.0013494143206022743,0.0024202615590484377,0.00027856708215611125,0
23.4,0.001372379519973077,0.0024249390228723022,0.00031982001707385146,0
23.5,0.0013942404794921178,0.0024291848667710916,0.00035929609221314424,0
23.6,0.0014150558058960128,0.0024330269193814785,0.00039708469241054667,0
23.7,0.0014348820370279967,0.0024364931031556868,0.00043327097090030663,0
23.8,0.0014537680772641923,0.0024396045305579263,0.00046793162397045787,0
23.9,0.00147176416523106,0.002442386161804554,0.0005011421686575654,0
24.0,0.001488916716976769,0.0024448604090437846,0.0005329730249097537,0
24.1,0.0015052687315018818,0.0024470474950714083,0.0005634899679323552,0
24.2,0.0015208611175266211,0.00244896691500774,0.0005927553200455021,0
24.3,0.0015357325225811048,0.002450637109840014,0.0006208279353221954,0
24.4,0.0015499194907961286,0.0024520755441356863,0.000647763437456571,0
24.5,0.0015634565858209282,0.0024532987517620996,0.0006736144198797564,0
24.6,0.001576376538736122,0.002454322418851414,0.0006984306586208297,0
24.7,0.0015887103507388246,0.002455161420084356,0.0007222592813932934,0
24.8,0.0016004874222172727,0.0024558298931553176,0.0007451449512792277,0
24.9,0.001611735647743088,0.0024563412785066183,0.0007671300169795579,0
25.0,0.001622481506937633,0.0024567083598314053,0.0007882546540438606,0
25.1,0.0016327501682444588,0.002456943324263255,0.0008085570122256625,0
25.2,0.0016425655603731187,0.002457057789670632,0.0008280733310756053,0
25.3,0.0016519504473887507,0.0024570628394833044,0.0008468380552941966,0
25.4,0.0016609265054011437,0.0024569690644556477,0.0008648839463466397,0
25.5,0.0016695143956819876,0.0024567866019248774,0.0008822421894390976,0
25.6,0.001677733804484609,0.002456525140867942,0.0008989424681012759,0
25.7,0.001685603531647075,0.002456193986217988,0.0009150130770761618,0
25.8,0.0016931415123961871,0.002455802047487654,0.0009304809773047201,0
25.9,0.0017003648989286093,0.0024553579006316955,0.0009453718972255231,0
26.0,0.0017072900755448473,0.0024548697733492004,0.0009597103777404943,0
26.1,0.0017139327361657597,0.0024543456066677535,0.0009735198656637662,0
26.2,0.0017203079657890062,0.0024537931200679067,0.0009868228115101055,0
26.3,0.0017264303391348755,0.0024532198989006978,0.0009996407793690532,0
26.4,0.0017323133766298058,0.0024526327525280396,0.001011994000731572,0
26.5,0.0017379686075098524,0.0024520366361300908,0.0010239005788896143,0
26.6,0.0017434128438245104,0.002451442873597493,0.001035382814051528,0
26.7,0.0017486551568503517,0.002450854373920119,0.001046455939780584,0
26.8,0.00175370815287817,0.0024502783968681154,0.0010571379088882245,0
26.9,0.0017585829548727916,0.002449720850216563,0.0010674450595290204,0
27.0,0.0017632905075297464,0.002449187750524724,0.0010773932645347683,0
27.1,0.0017678433627350706,0.002448687207581857,0.0010869995178882847,0
27.2,0.0017722482228153568,0.002448221049930789,0.0010962753956999243,0
27.3,0.001776516621518449,0.002447796794273742,0.0011052364487631559,0
27.4,0.0017806580604280932,0.0024474199315010076,0.0011138961893551787,0
27.5,0.0017846817349453413,0.0024470958536549,0.0011222676162357826,0
27.6,0.0017885965674949021,0.0024468298809418062,0.0011303632540479978,0
27.7,0.001792411211222948,0.002446627256365894,0.0011381951660800016,0
27.8,0.0017961340809913584,0.0024464931708802883,0.0011457749911024278,0
27.9,0.00179977335136377,0.002446432753672772,0.0011531139490547678,0
28.0,0.0018033369964277769,0.002446451108453859,0.0011602228844016947,0
28.1,0.0018068327875762817,0.002446553303533169,0.0011671122716193944,0
28.2,0.0018102683009690685,0.0024467443735083977,0.0011737922284297394,0
28.3,0.0018136509597289,0.0024470293600520046,0.0011802725594057951,0
28.4,0.0018169880182358703,0.002447413288825727,0.0011865627476460134,0
28.5,0.0018202865987904764,0.0024479012043307435,0.001192671993250209,0
28.6,0.0018235536618638757,0.002448498132472995,0.0011986091912547562,0
28.7,0.0018267960871507193,0.002449209165230033,0.0012043830090714054,0
28.8,0.0018300206303411579,0.0024500394092532777,0.0012100018514290376,0
28.9,0.0018332340061987828,0.002450994072343131,0.0012154739400544348,0
29.0,0.001836442651478577,0.002452078203342048,0.0012208070996151058,0
29.1,0.0018396531940136004,0.0024532971977852644,0.0012260091902419365,0
29.2,0.0018428720700882422,0.0024546563805450702,0.0012310877596314143,0
29.3,0.0018461056649046136,0.002456161155520274,0.0012360501742889533,0
29.4,0.0018493603471009207,0.0024578170418345147,0.0012409036523673262,0
29.5,0.001852643071639092,0.0024596303163412292,0.0012456558269369543,0
29.6,0.001855958524265071,0.002461604956376181,0.0012503120921539608,0
29.7,0.0018593142948536917,0.0024637481780603434,0.0012548804116470401,0
29.8,0.0018627165515830858,0.002466065801911495,0.001259367301254676,0
29.9,0.001866171583834118,0.0024685639064047516,0.001263779261263484,0
30.0,0.0018696857451245324,0.0024712487670157258,0.0012681227232333389,0
30.1,0.0018732655391658771,0.002474126946037171,0.0012724041322945833,0
30.2,0.0018769165968665442,0.002477204215414757,0.0012766289783183312,0
30.3,0.0018806472333362085,0.0024804893086220296,0.0012808051580503871,0
30.4,0.001884462829780828,0.0024839879964725165,0.0012849376630891395,0
30.5,0.0018883702338241544,0.002487707731817831,0.0012890327358304773,0
30.6,0.001892376326994046,0.00249165613898276,0.001293096515005332,0
30.7,0.0018964880754567105,0.0024958410701016224,0.0012971350808117985,0
30.8,0.001900712563861596,0.00250027064450626,0.0013011544832169319,0
30.9,0.0019050570286089541,0.002504953286704894,0.0013051607705130142,0
31.0,0.001909528521342061,0.002509897382764351,0.0013091596599197708,0
31.1,0.0019141355941879883,0.002515113027343552,0.0013131581610324244,0
31.2,0.0019188851780347878,0.002520608800604416,0.0013171615554651596,0
31.3,0.0019237854561313893,0.00252639474678217,0.0013211761654806085,0
31.4,0.0019288447059073875,0.002532481180447688,0.001325208231367087,0
31.5,0.0019340714319171712,0.0025388788330020884,0.0013292640308322542,0
31.6,0.00193947442353148,0.002545598918433422,0.0013333499286295378,0
31.7,0.0019450630654947025,0.002552653456947505,0.0013374726740418997,0
31.8,0.0019508452725120872,0.0025600531950851386,0.0013416373499390356,0
31.9,0.001956833539076895,0.0025678137325005038,0.0013458533456532859,0
32.0,0.001963035860069137,0.0025759463584842488,0.0013501253616540253,0
32.1,0.0019694629688154757,0.002584465380402275,0.0013544605572286762,0
32.2,0.001976127536561445,0.0025933873016113873,0.0013588677715115028,0
32.3,0.0019830389437568174,0.0026027256207914796,0.0013633522667221552,0
32.4,0.0019901913344905473,0.002612479112939598,0.0013679035560414964,0
32.5,0.001997632414441205,0.002622699883317562,0.0013725649455648477,0
32.6,0.002005358533673667,0.002633389482421438,0.0013773275849258955,0
32.7,0.0020133836057104238,0.0026445672448988035,0.001382199966522044,0
32.8,0.0020217220070599938,0.0026562533520704244,0.0013871906620495633,0
32.9,0.0020303889973637746,0.0026684692709780283,0.001392308723749521,0
33.0,0.00203940088998019,0.002681237944860131,0.001397563835100249,0
33.1,0.0020487738503018006,0.002694582668112803,0.0014029650324907978,0
33.2,0.002058526376227235,0.0027085295130537053,0.001408523239400764,0
33.3,0.002068677106357515,0.002723105256707586,0.001414248956007444,0
33.4,0.002079245998952874,0.002738338558040124,0.0014201534398656235,0
33.5,0.0020902542155714914,0.0027542598941320507,0.0014262485370109318,0
33.6,0.002101724133330436,0.0027709016243758254,0.0014325466422850464,0
33.7,0.0021136793343685596,0.0027882980446112225,0.001439060624125896,0
33.8,0.0021261460805826215,0.0028064868138176,0.001445805347347643,0
33.9,0.0021391508218508047,0.0028255067225303097,0.0014527949211712995,0
34.0,0.002152721532641079,0.002845399033915663,0.001460044031366495,0
34.1,0.0021668898602658668,0.0028662095145756245,0.0014675702059561086,0
34.2,0.0021816892585676388,0.0028879868214922713,0.0014753916956430062,0
34.3,0.0021971535411895943,0.0029107813553817365,0.001483525726997452,0
34.4,0.002213321676344206,0.002934649660404568,0.0014919936922838438,0
34.5,0.002230233654667827,0.0029596508980258367,0.001500816411309818,0
34.6,0.002247933239610584,0.002985849445665205,0.001510017033555963,0
34.7,0.0022664677763374174,0.003013314900317774,0.0015196206523570605,0
34.8,0.0022858870757231525,0.003042121362786084,0.0015296527886602207,0
34.9,0.0023062468526847965,0.0030723505775770836,0.0015401431277925093,0
35.0,0.0023276062033889583,0.0031040900904682487,0.001551122316309668,0
35.1,0.0023500294714765453,0.0031374351325576086,0.0015626238103954816,0
35.2,0.00237358658261807,0.0031724892568389903,0.0015746839083971502,0
35.3,0.0023983536460230573,0.0032093652473195555,0.001587342044726559,0
35.4,0.0024244136641048677,0.003248186174788194,0.0016006411534215407,0
35.5,0.002451857329019956,0.00328908658555658,0.0016146280724833317,0
35.6,0.0024807839706915487,0.0033322139014284485,0.0016293540399546487,0
35.7,0.0025113025854914036,0.003377729961991915,0.0016448752089908924,0
35.8,0.0025435326198916647,0.003425812566780757,0.0016612526730025716,0
35.9,0.002577606850692925,0.0034766585316886693,0.0016785551696971803,0
36.0,0.00261367106513083,0.003530484823922903,0.001696857306338757,0
36.1,0.002651887161769344,0.003587532182673314,0.0017162421408653738,0
36.2,0.002692435035250953,0.003648068194924133,0.001736801875577773,0
36.3,0.0027355151664336065,0.0037123911463540042,0.001758639186513208,0
36.4,0.002781351695069501,0.0037808345880527595,0.0017818688020862427,0
36.5,0.002830195995053149,0.0038537726714771747,0.0018066193186291228,0
36.6,0.0028823309695473536,0.003931626547076767,0.0018330353920179398,0
36.7,0.0029380761523883033,0.004014871968171128,0.001861280336605478,0
36.8,0.0029977938523141,0.004104048445921135,0.0018915392587070643,0
36.9,0.00306189657298737,0.004199770304174083,0.0019240228418006564,0
37.0,0.0031308560139888066,0.004302740100087087,0.0019589719278905256,0
37.1,0.0032052141376987396,0.004413765039607496,0.0019966632357899827,0
37.2,0.003285596588938011,0.0045337773846411775,0.0020374157932348444,0
37.3,0.0033727299480233357,0.004663859204886332,0.0020816006911603393,0
37.4,0.003467462382881149,0.00480527434287047,0.0021296504228918273,0
37.5,0.003570790602769194,0.00495950767992088,0.002182073525617508,0
37.6,0.0036838937499513893,0.005128316547092847,0.002239470952809933,0
37.7,0.0038081771535392983,0.005313794288300601,0.002302560018777995,0
37.8,0.00394532938485551,0.00551845751789501,0.0023722012518160103,0
37.9,0.00409739720374761,0.005745355835223872,0.002449438572271347,0
38.0,0.004266886262620835,0.005998223277886493,0.002535549247355177,0
38.1,0.004456896964112811,0.0062816799357956875,0.0026321139924299353,0
38.2,0.004671312300001221,0.006601512266569385,0.002741112333433057,0
38.3,0.004915061397801484,0.006965065772049572,0.0028650570235533948,0
38.4,0.005194497187310375,0.007381807776011855,0.0030071865986088945,0
38.5,0.00551795084179593,0.00786415386188396,0.003171747821707898,0
38.6,0.005896566409710525,0.008428711508599024,0.0033644213108220246,0
38.7,0.006345597699677403,0.009098212931258443,0.0035929824680963627,0
38.8,0.006886495223133658,0.009904625182171861,0.0038683652640954555,0
38.9,0.007550408590869823,0.010894369714952817,0.00420644746678683,0
39.0,0.00838436721336387,0.012137533370560387,0.004631201056167353,0
39.1,0.009462877761587258,0.013745151860169825,0.005180603663004693,0
39.2,0.010911423421466754,0.015904230250164332,0.005918616592769176,0
39.3,0.01295905805544669,0.018956123170791064,0.0069619929401023165,0
39.4,0.01607304171586855,0.023597179581888818,0.008548903849848282,0
39.5,0.021377290618752966,0.03150235126805397,0.011252229969451957,0
39.6,0.03243067699600991,0.047975360844637036,0.016885993147382792,0
39.7,0.06961290228237851,0.10338770797844597,0.03583809658631105,0
39.8,-0.37707692437214874,-0.5623056968419672,-0.19184815190233034,0
39.9,-0.049410629081885565,-0.07399019812834501,-0.02483106003542612,0
40.0,-0.026029492959944424,-0.03914535856104605,-0.0129136273588428,0
40.1,-0.01747798722036637,-0.02640084697891167,-0.008555127461821072,0
40.2,-0.0130454314695292,-0.019794730607536348,-0.006296132331522051,0
40.3,-0.01033414998689589,-0.01575379691772369,-0.00491450305606809,0
40.4,-0.008504993857929844,-0.01302747762434595,-0.003982510091513737,0
40.5,-0.007188025061347485,-0.011064460964026326,-0.003311589158668645,0
40.6,-0.006194788328428765,-0.009583895567949596,-0.002805681088907934,0
40.7,-0.005419178569322611,-0.008427655198428367,-0.0024107019402168557,0
40.8,-0.004796891989250429,-0.007499909103983684,-0.002093874874517173,0
40.9,-0.004286684709740485,-0.0067391924486422845,-0.0018341769708386858,0
41.0,-0.0038608871326923076,-0.006104269865949394,-0.0016175043994352209,0
41.1,-0.003500243933936886,-0.005566445616984082,-0.0014340422508896903,0
41.2,-0.0031909415424287773,-0.005105133706811857,-0.0012767493780456972,0
41.3,-0.002922812687714657,-0.004705182144824742,-0.0011404432306045718,0
41.4,-0.0026882074682827366,-0.004355190567141137,-0.0010212243694243354,0
41.5,-0.0024812602031011356,-0.00404641753040442,-0.0009161028757978504,0
41.6,-0.002297397424619553,-0.0037720473923968613,-0.000822747456842244,0
41.7,-0.0021330008215149393,-0.0035266879505187927,-0.0007393136925110859,0
41.8,-0.001985170195687353,-0.0033060171931818946,-0.000664323198192811,0
41.9,-0.001851553795403235,-0.0031065304371034907,-0.0005965771537029795,0
