lam,elab,d0,d0_true
52.0,47.0,10.805167360542177,10.59026
52.0,48.0,10.857305483925515,10.6261
52.0,49.0,10.904915928241719,10.66194
52.0,50.0,10.94815677466086,10.69778
52.0,51.0,10.987180190226288,10.71069
52.0,52.0,11.022132643761017,10.7236
52.0,53.0,11.053155117551444,10.73651
52.0,54.0,11.08038331419372,10.74942
52.0,55.0,11.10394785810714,10.76233
52.0,56.0,11.12397449137597,10.75608
52.0,57.0,11.14058426366805,10.74983
52.0,58.0,11.153893716076634,10.74358
52.0,59.0,11.164015058795327,10.73733
52.0,60.0,11.171056342602109,10.73108
52.0,61.0,11.175121624169986,10.70881
52.0,62.0,11.176311125262277,10.68653
52.0,63.0,11.174721385906295,10.66426
52.0,64.0,11.170445411655425,10.64199
52.0,65.0,11.163572815074165,10.61971
52.0,66.0,11.154189951595107,10.58402
52.0,67.0,11.142380049906517,10.54832
52.0,68.0,11.128223337035484,10.51262
52.0,69.0,11.111797158300599,10.47691
52.0,70.0,11.093176092306136,10.44121
52.0,71.0,11.072432061158278,10.39425
52.0,72.0,11.049634436072353,10.34728
52.0,73.0,11.024850138556685,10.30032
52.0,74.0,10.998143737324648,10.25335
52.0,75.0,10.969577541131768,10.20638
52.0,76.0,10.939211687678718,10.14995
52.0,77.0,10.907104228754864,10.09352
52.0,78.0,10.873311211772025,10.03708
52.0,79.0,10.837886757845752,9.98065
52.0,80.0,10.800883136566151,9.92422
52.0,81.0,10.762350837604432,9.85982
52.0,82.0,10.722338639285697,9.79543
52.0,83.0,10.680893674269772,9.73103
52.0,84.0,10.638061492452904,9.66664
52.0,85.0,10.59388612122642,9.60224
52.0,86.0,10.54841012319665,9.53115
52.0,87.0,10.501674651485947,9.46005
52.0,88.0,10.453719502719498,9.38895
52.0,89.0,10.404583167798169,9.31786
52.0,90.0,10.354302880576535,9.24676
52.0,91.0,10.302914664420964,9.17003
52.0,92.0,10.2504533770836,9.09329
52.0,93.0,10.1969527534052,9.01655
52.0,94.0,10.142445446500263,8.93982
52.0,95.0,10.08696306715921,8.86308
52.0,96.0,10.03053622165892,8.7816
52.0,97.0,9.973194548032827,8.70012
52.0,98.0,9.914966750872269,8.61863
52.0,99.0,9.85588063472119,8.53715
52.0,100.0,9.79596313612768,8.45567
52.0,101.0,9.735240354411275,8.36972
52.0,102.0,9.673737581200841,8.28138
52.0,103.0,9.611479328799735,8.1939
52.0,104.0,9.548489357425767,8.10709
52.0,105.0,9.484790701378648,8.0201
52.0,106.0,9.420405694178154,7.9328
52.0,107.0,9.355355992720245,7.8454
52.0,108.0,9.289662600490953,7.75852
52.0,109.0,9.223345889881077,7.67227
52.0,110.0,9.156425623639425,7.58423
52.0,111.0,9.088920975498793,7.49233
52.0,112.0,9.020850550014655,7.39865
52.0,113.0,8.952232401645766,7.30561
52.0,114.0,8.883084053113164,7.21307
52.0,115.0,8.813422513059884,7.1204
52.0,116.0,8.743264293051826,7.0275
52.0,117.0,8.672625423939246,6.93453
52.0,118.0,8.601521471606924,6.84192
52.0,119.0,8.529967552140983,6.74976
52.0,120.0,8.457978346434246,6.65635
52.0,121.0,8.38556811425381,6.56027
52.0,122.0,8.31275070779324,6.46295
52.0,123.0,8.239539584730153,6.36608
52.0,124.0,8.165947820808087,6.26955
52.0,125.0,8.091988121968651,6.17293
52.0,126.0,8.017672836035013,6.07616
52.0,127.0,7.9430139639919535,5.97933
52.0,128.0,7.868023170850471,5.88276
52.0,129.0,7.792711796133249,5.78648
52.0,130.0,7.717090863985588,5.68936
52.0,131.0,7.641171092932064,5.59044
52.0,132.0,7.564962905290949,5.49067
52.0,133.0,7.488476436258197,5.39121
52.0,134.0,7.411721542676636,5.29198
52.0,135.0,7.334707811502482,5.19269
52.0,136.0,7.257444567977366,5.09329
52.0,137.0,7.179940883522928,4.99387
52.0,138.0,7.10220558336259,4.8946
52.0,139.0,7.024247253888163,4.79553
52.0,140.0,6.946074249770722,4.69592
52.0,141.0,6.8676947008372125,4.59512
52.0,142.0,6.78911651871333,4.49378
52.0,143.0,6.710347403244525,4.39264
52.0,144.0,6.631394848704132,4.29165
52.0,145.0,6.552266149792503,4.19061
52.0,146.0,6.472968407443183,4.08952
52.0,147.0,6.393508534432646,3.9884
52.0,148.0,6.313893260809741,3.88738
52.0,149.0,6.234129139147301,3.78648
52.0,150.0,6.15422254962214,3.68525
52.0,151.0,6.074179704932336,3.58331
52.0,152.0,5.994006655055136,3.48103
52.0,153.0,5.913709291848446,3.37887
52.0,154.0,5.833293353518108,3.27681
52.0,155.0,5.752764428925159,3.17471
52.0,156.0,5.67212796176888,3.07259
52.0,157.0,5.59138925463556,2.97045
52.0,158.0,5.510553472916616,2.86832
52.0,159.0,5.429625648608166,2.76625
52.0,160.0,5.348610683988318,2.66414
52.0,161.0,5.2675133551835485,2.56159
52.0,162.0,5.1863383156217235,2.45882
52.0,163.0,5.105090099382106,2.35613
52.0,164.0,5.023773124439652,2.2535
52.0,165.0,4.942391695810319,2.15084
52.0,166.0,4.860950008603136,2.04817
52.0,167.0,4.779452150976138,1.9455
52.0,168.0,4.697902107005898,1.84285
52.0,169.0,4.616303759469243,1.74022
52.0,170.0,4.534660892540788,1.63753
52.0,171.0,4.452977194412355,1.5347
52.0,172.0,4.371256259832316,1.43181
52.0,173.0,4.289501592569438,1.32895
52.0,174.0,4.207716607806257,1.2261
52.0,175.0,4.125904634458916,1.12325
52.0,176.0,4.044068917432229,1.02039
52.0,177.0,3.9622126198057352,0.91753
52.0,178.0,3.8803388249583857,0.81468
52.0,179.0,3.798450538630464,0.71181
52.0,180.0,3.7165506909270354,0.60896
52.0,181.0,3.634642138261411,0.50616
52.0,182.0,3.552727665246173,0.40337
52.0,183.0,3.4708099865276694,0.30057
52.0,184.0,3.388891748568709,0.19777
52.0,185.0,3.306975531383914,0.09497
52.0,186.0,3.2250638502105233,-0.00782
52.0,187.0,3.143159157168987,-0.11061
52.0,188.0,3.0612638428287013,-0.21341
52.0,189.0,2.9793802377654393,-0.31625
52.0,190.0,2.897510614061811,-0.41901
52.0,191.0,2.8156571867675178,-0.52161
52.0,192.0,2.733822115319732,-0.62413
52.0,193.0,2.6520075049246192,-0.72669
52.0,194.0,2.57021540789943,-0.82926
52.0,195.0,2.4884478249799793,-0.93183
52.0,196.0,2.4067067065900805,-1.03439
52.0,197.0,2.3249939540783786,-1.13694
52.0,198.0,2.2433114209203766,-1.23951
52.0,199.0,2.1616609138886838,-1.34211
52.0,200.0,2.0800441941908443,-1.44463
