lam,elab,d0,d0_true
52,0.01,5.34566828181393,14.55097
52,0.06,12.8519562562351,32.05053
52,0.11,17.0929624543217,39.68483
52,0.16,20.263556845516,44.47832
52,0.21,22.8340232717159,47.86313
52,0.26,25.0055882095964,50.39112
52,0.31,26.8874723182655,52.36708
52,0.36,28.5471650756338,53.95692
52,0.41,30.0299592762149,55.26575
52,0.46,31.3680452633536,56.36219
52,0.51,32.5852863713404,57.29374
52,0.56,33.6999536442793,58.0943
52,0.61,34.7263981805582,58.78889
52,0.66,35.6761278824323,59.39636
52,0.71,36.5585301235994,59.93126
52,0.76,37.3813736370633,60.40502
52,0.81,38.1511671914565,60.82671
52,0.86,38.8734222257111,61.20369
52,0.91,39.5528492173748,61.54197
52,0.96,40.1935071916167,61.8465
52,1,40.680503070176,62.06863
52,2,48.4535470748341,64.46476
52,3,52.31480234661,64.65578
52,4,54.6592287603787,64.25038
52,5,56.2429023544626,63.62701
