lam,d0_10,d0_50,d0_100,d0_190
2.0,59.956400000083065,53.236450041115155,43.287573155016105,26.748043516851183
2.1,59.95639999995955,54.116292072595336,45.10138076124214,29.762424834360175
2.2,59.95639999977646,54.88277316774186,46.69001902089312,32.48636006087588
2.3,59.95639999993915,55.55520668773788,48.08846519628133,34.941170322917024
2.4,59.95639999994897,56.1489604927965,49.325632955371844,37.15186558108934
2.5,59.95639999982952,56.676373976427485,50.42542831012559,39.14385354831047
2.6,59.956399999796425,57.14744068967652,51.407659044728106,40.941272945632264
2.7,59.956400000129705,57.57032080925794,52.28879124743502,42.56624056060458
2.8,59.95639999976454,57.951729224120506,53.082567395704665,44.03859914533816
2.9,59.95639999977048,58.29723199093331,53.80050673008567,45.375929622053825
3.0,59.956399999736746,58.611474720428305,54.45230870466586,46.59369378429362
3.1,59.956399999985095,58.89835998619227,55.04617800009948,47.705432970329504
3.2,59.95640000029127,59.161186229764915,55.589086622601904,48.72298219541327
3.3,59.95639999989913,59.402757352772326,56.0869857564759,49.656678634879746
3.4,59.95640000041112,59.62546981600332,56.54497753555805,50.51555431146994
3.5,59.95640000022217,59.83138233948884,56.96745481465114,51.30750893072056
3.6,59.95640000031146,60.02227206064741,57.35821535531539,52.03946211308185
3.7,59.95639999955003,60.19968005812436,57.72055548271441,52.71748594975534
3.8,59.95639999980161,60.364948488115814,58.0573472321437,53.34691960853117
3.9,59.956400000296185,60.519251042629016,58.37110215349201,53.93246798354522
4.0,59.956399999581265,60.66361807646368,58.664024307229916,54.4782864077518
4.1,59.9564000005831,60.798957443293276,58.93805446217129,54.98805331449522
4.2,59.9564000003543,60.926071849032866,59.194907095270466,55.46503254440431
4.3,59.956399999739205,61.04567339196754,59.43610150174148,55.912126810671694
4.4,59.95640000060466,61.15839578488228,59.662988040233465,56.33192361250169
4.5,59.9563999999161,61.2648046766237,59.87677035853088,56.72673471809787
4.6,59.95640000013135,61.36540641621771,60.07852429224907,57.09863017900349
4.7,59.95639999990967,61.46065550458611,60.26921397513051,57.44946767336028
4.8,59.956400000255385,61.5509609727703,60.44970563330759,57.78091787927849
4.9,59.95639999970946,61.63669184730102,60.62077942407463,58.09448645069669
5.0,59.95640000000731,61.71818186118021,60.783139637725185,58.39153309704105
5.1,59.956400000476336,61.795733516256604,60.93742350607897,58.673288175583465
5.2,59.95639999975139,61.86962160729891,61.084208838354556,58.940867157337195
5.3,59.95640000001215,61.94009628665543,61.22402065794728,59.19528326450957
5.4,59.956399999477824,62.007385728639846,61.3573369798203,59.43745852833254
5.5,59.95640000030745,62.07169846781726,61.484593865563355,59.66823349464043
5.6,59.9563999994412,62.133225438446956,61.60618984317767,59.888375748482304
5.7,59.956400000952314,62.19214177982459,61.72248979875967,60.09858743070862
5.8,59.9564000008334,62.24860841033344,61.833828388773746,60.29951186097904
5.9,59.95640000059003,62.30277343489575,61.9405130647274,60.491739405365735
6.0,59.95639999913139,62.354773378161745,62.042826737599455,60.67581266664149
6.1,59.956400000180714,62.40473428805224,62.141030146764145,60.85223109746456
6.2,59.95640000020539,62.45277270514059,62.235363954269374,61.02145509507679
6.3,59.95640000115391,62.49899654153934,62.3260506209227,61.18390965906485
6.4,59.95640000025235,62.54350585187263,62.41329606805992,61.33998764682478
6.5,59.956399999761445,62.58639353519615,62.49729117217751,61.490052691950986
6.6,59.95639999941267,62.62774595373119,62.578213094329236,61.63444181090417
6.7,59.95639999933623,62.66764349477993,62.65622647741172,61.77346774532978
6.8,59.9563999995616,62.706161074257764,62.73148452012534,61.907421065239525
6.9,59.95639999899336,62.74336859012017,62.80412994317055,62.036572061383694
7.0,59.95639999871619,62.77933133443487,62.87429586240643,62.16117245261286
7.1,59.95639999979614,62.81411036263242,62.94210657450229,62.28145692477814
7.2,59.95639999921599,62.847762826568385,63.00767826625725,62.39764452092029
7.3,59.956400000327655,62.88034228579025,63.07111966456052,62.50993990585414
7.4,59.95639999881412,62.91189897502895,63.13253261339624,62.61853450238428
7.5,59.95640000046132,62.94248006735592,63.192012614251894,62.72360753594485
7.6,59.95640000076581,62.972129890156864,63.249649298162126,62.8253269682954
7.7,59.956399998566226,63.0008901430829,63.305526872874026,62.92385036132485
7.8,59.95639999877935,63.02880009083928,63.35972452554927,63.01932566008965
7.9,59.95640000057084,63.055896730169465,63.41231678286309,63.11189190102898
8.0,59.956400001158435,63.08221495229448,63.463373848076586,63.20167986535506
8.1,59.9563999990084,63.10778769166757,63.5129619095549,63.288812676585046
8.2,59.95640000017821,63.13264606476298,63.561143425387904,63.37340634925143
8.3,59.956400001637356,63.15681948291797,63.60797737247968,63.45557028201114
8.4,59.956399998210976,63.18033577070433,63.65351948737985,63.53540772002239
8.5,59.95639999899943,63.203221281535406,63.69782249330352,63.61301618427207
8.6,59.95640000187508,63.22550097766998,63.740936287115545,63.68848784844809
8.7,59.956400000704676,63.24719852416841,63.78290812838199,63.76190989952758
8.8,59.95640000066068,63.268336381388025,63.8237828184745,63.8333648740202
8.9,59.95640000174318,63.28893587045154,63.86360284941602,63.90293095454838
9.0,59.95640000163541,63.30901724571527,63.90240855130469,63.970682251771976
9.1,59.9563999984659,63.32859976200518,63.94023822880662,64.03668906505817
9.2,59.95639999887527,63.347701740602126,63.977128290638674,64.10101812615
9.3,59.95640000044602,63.36634061403382,64.01311335594642,64.1637328135819
9.4,59.9564000004802,63.38453298417955,64.04822636668258,64.22489336265761
9.5,59.95639999825994,63.402294672436796,64.0824986888164,64.28455705762799
9.6,59.95640000222446,63.41964076975682,64.11596020918044,64.34277841243387
9.7,59.95640000201456,63.43658566044311,64.1486394066397,64.39960932302719
9.8,59.95640000187288,63.453143083488115,64.18056345088038,64.45509923586137
9.9,59.956400000581894,63.469326156072654,64.21175826646399,64.5092952816276
10.0,59.95639999830016,63.48514741234548,64.24224860655393,64.56224241136803
10.1,59.956400000394396,63.50061883798456,64.27205812034953,64.6139835222366
10.2,59.95639999843488,63.515751887605546,64.30120940365747,64.66455956456389
10.3,59.956399998509696,63.530557531475914,64.32972407149572,64.71400966275655
10.4,59.95640000144899,63.545046268712724,64.35762280059552,64.76237120725078
10.5,59.95639999749962,63.55922814835043,64.38492537640047,64.80967994644796
10.6,59.95640000222966,63.57311281614065,64.41165075965509,64.85597009141853
10.7,59.95640000256637,63.58670950052268,64.43781710052892,64.90127437395284
10.8,59.9564000014875,63.600027062493616,64.46344180441332,64.94562414444829
10.9,59.95640000283646,63.61307400466567,64.48854156217924,64.98904943762366
11.0,59.95639999992553,63.62585848167361,64.51313238016755,65.03157903544368
11.1,59.95639999835119,63.63838833216707,64.53722962688228,65.0732405415605
11.2,59.95639999912085,63.6506710835381,64.56084805576268,65.11406043368477
11.3,59.95639999794541,63.66271396642172,64.58400183495182,65.1540641197467
11.4,59.95640000167951,63.67452393970314,64.60670458482704,65.19327599859562
11.5,59.9564000000479,63.686107685080614,64.62896938910248,65.23171949699345
11.6,59.956400000367466,63.69747164264223,64.65080883931358,65.2694171326927
11.7,59.956400001419766,63.70862200539189,64.67223504415286,65.30639054677002
11.8,59.956400002092124,63.71956473617175,64.69325965670069,65.34266054942962
11.9,59.95639999956815,63.7303055770383,64.71389389466535,65.37824715861672
12.0,59.95639999987416,63.740850066268905,64.73414856626191,65.4131696421298
12.1,59.95639999799515,63.75120353461679,64.7540340781216,65.44744654357976
12.2,59.95639999686961,63.76137112688194,64.77356046375452,65.48109572439208
12.3,59.95640000247046,63.771357807125305,64.79273739778814,65.51413439293293
12.4,59.95640000269159,63.781168352664395,64.8115742002449,65.54657912440238
12.5,59.956400003259816,63.790807385558885,64.83007987174142,65.57844590558375
12.6,59.95639999788695,63.800279359986526,64.84826309126947,65.60975014758945
12.7,59.95640000169813,63.80958859133011,64.86613224848607,65.6405067265845
12.8,59.956399999461496,63.81873922823138,64.8836954278055,65.67072998358177
12.9,59.95639999988924,63.827735294898005,64.90096045095241,65.70043377232192
13.0,59.956400001032094,63.83658067393728,64.91793486935389,65.72963146463537
13.1,59.9564000004484,63.845279118695984,64.93462598086336,65.75833597553293
13.2,59.956400001297496,63.85383426261939,64.9510408437217,65.78655978537971
13.3,59.956399999883025,63.8622496159917,64.96718627959035,65.81431495244163
13.4,59.95640000330319,63.8705285824949,64.98306889293774,65.84161313856765
13.5,59.95639999982551,63.87867444402726,64.99869506353012,65.86846561192857
13.6,59.95640000375511,63.88669039496159,65.0140709801556,65.89488328375185
13.7,59.95639999837569,63.89457950824295,65.02920261688148,65.92087669663806
13.8,59.956399998870424,63.9023447812971,65.04409577611406,65.9464560682703
13.9,59.956399997799764,63.90998910342921,65.05875606549908,65.97163127948656
14.0,59.95640000186598,63.91751528393891,65.07318892563264,65.9964119044365
14.1,59.956400001837366,63.92492603547532,65.08739961996288,66.02080720881685
14.2,59.956399995970244,63.93222399293471,65.10139325436778,66.04482617260206
14.3,59.95640000054732,63.93941172362669,65.11517478926234,66.0684775062141
14.4,59.95640000176525,63.94649169812529,65.12874901847238,66.09176963861931
14.5,59.95640000241117,63.9534663242858,65.14212060103549,66.11471074944521
14.6,59.95640000396749,63.96033793801887,65.15529405654178,66.13730877031819
14.7,59.95639999538019,63.96710879838527,65.16827376394497,66.15957138887401
14.8,59.956399998010326,63.97378112012815,65.18106399172123,66.18150607879707
14.9,59.95639999780456,63.98035703072202,65.19366886445609,66.20312007638391
15.0,59.9564000014237,63.9868386101662,65.2060923988549,66.22442041507716
15.1,59.956399999285935,63.99322786846156,65.21833848727358,66.24541391581724
15.2,59.956399999227656,63.99952677020795,65.23041092075394,66.26610721032795
15.3,59.95639999525737,64.00573721571016,65.24231337537812,66.28650673348609
15.4,59.956400000292426,64.0118610647961,65.25404943446385,66.30661874556424
15.5,59.95640000347649,64.01790011009768,65.26562256814464,66.32644931858987
15.6,59.95640000412414,64.02385610152442,65.27703615594237,66.3460043585991
15.7,59.95640000178073,64.0297307413039,65.28829348448942,66.3652896069164
15.8,59.95640000385336,64.03552569071468,65.299397755004,66.38431064948756
15.9,59.95639999859167,64.04124255355053,65.31035207111857,66.40307290958333
16.0,59.95640000096758,64.04688290833698,65.32115946767263,66.42158167476445
16.1,59.956400000331456,64.05244827471256,65.33182288400518,66.43984207715735
16.2,59.95640000443696,64.05794014429165,65.34234519148487,66.45785911913215
16.3,59.956399995306015,64.0633599524214,65.352729171192,66.47563765704174
16.4,59.95639999665807,64.06870912463282,65.36297755447148,66.49318243763639
